# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=32105
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_aux_unscaled
-835.873,0.991431,0.44978,3,7,0,838.922,88.0525,-0.0583775,0.233128,0.252098,-0.287225,8.4886,-2.76983,51.9036,-44.7902,26.9486,9.24763,93.7311,-13.5757,40.2213,-30.2874
-833.951,0.944108,0.44978,2,7,0,839.466,87.344,-0.100222,0.246184,0.253592,-0.207595,11.9506,94.979,-12.3156,19.51,-39.8123,-5.7693,-38.562,23.3096,20.0901,21.3736
-833.016,0.962071,0.44978,3,7,0,836.576,87.8037,-0.0712834,0.237219,0.226701,-0.248275,7.60178,-35.322,-21.5489,-47.2461,-49.5083,3.3534,47.0624,39.0122,-47.059,-1.20204
-838.088,0.871723,0.44978,3,7,0,839.195,88.2074,-0.12631,0.219559,0.23871,-0.260568,5.1636,13.5191,26.0539,-36.6576,-10.4626,12.0881,-124.98,-34.5099,17.3546,-18.7163
-838.399,1,0.44978,3,7,0,840.441,87.0271,-0.0487572,0.23644,0.235327,-0.199306,-0.498459,94.9265,-3.50446,28.2238,-24.1719,-11.6828,105.4,21.2192,-17.5397,17.4371
-835.885,1,0.44978,3,7,0,840.969,87.1918,-0.0695173,0.258584,0.268642,-0.221657,9.05797,-100.64,32.3898,70.9945,-24.4336,-8.95274,49.7622,38.1739,46.4354,9.07264
-834.432,0.948593,0.44978,3,7,0,838.355,87.4658,-0.0977646,0.263075,0.236348,-0.267491,9.29999,-58.265,-69.6116,-24.6131,-19.7957,-3.85673,-35.6117,107.667,-59.3697,-15.5486
-833.237,0.962884,0.44978,3,7,0,836.562,87.5389,-0.0933427,0.258423,0.257827,-0.267514,4.52844,34.6935,-33.549,105.005,2.92129,-2.26896,-21.4991,58.5546,16.6064,-13.1636
-836.597,0.86038,0.44978,2,3,0,837.107,87.4825,-0.120914,0.269098,0.263734,-0.288346,-0.00195728,50.4189,15.5737,-7.815,5.03132,-3.64291,-114.159,86.7334,19.2039,-32.3757
-834.295,1,0.44978,3,7,0,837.922,87.714,-0.113113,0.262099,0.249448,-0.248424,6.27504,69.2733,-56.2347,-30.83,39.9936,1.47806,-81.4383,80.5329,-15.3947,-3.81838
-832.872,0.992745,0.44978,3,7,0,835.617,87.4219,-0.0720703,0.229953,0.242178,-0.258229,-3.25648,89.2406,-68.7561,-8.93509,-1.94954,-4.72396,45.5447,-7.21246,11.8633,-6.88564
-834.294,0.960549,0.44978,3,7,0,835.293,87.2716,-0.10385,0.217835,0.222164,-0.259124,-6.0669,30.6373,-2.69078,8.92074,-11.2383,-7.94324,-54.1248,-13.8621,-31.9235,-10.2759
-833.766,0.979383,0.44978,3,7,0,836.906,87.4686,-0.0763924,0.213186,0.22223,-0.191678,10.5986,41.2959,38.9637,30.3438,0.853432,-3.2629,28.0051,-24.927,-21.3129,31.2664
-832.676,0.9992,0.44978,3,7,0,834.422,87.5378,-0.10499,0.223197,0.236384,-0.244544,-3.86496,18.64,-44.6984,-13.0314,36.1717,-2.19041,-56.0447,-18.7783,4.18004,1.72164
-833.311,0.912604,0.44978,2,7,0,836.316,87.6099,-0.0607557,0.238836,0.231088,-0.239654,-2.4897,-128.963,-23.2682,1.1054,-2.42207,-0.686411,78.0394,36.6135,-35.4478,3.3852
-835.752,0.957782,0.44978,3,7,0,837.071,88.139,-0.0837758,0.233005,0.255127,-0.292466,1.0393,85.6337,13.8166,-13.6795,-0.86088,11.3208,9.50387,-19.2163,51.0137,-33.1854
-832.921,0.999589,0.44978,3,7,0,836.664,87.8197,-0.0788782,0.229386,0.25628,-0.2552,-11.4563,6.79459,7.18549,-24.861,38.0639,3.73944,24.0678,-30.8849,56.5919,-5.15677
-833.945,0.925421,0.44978,3,7,0,835.651,87.2414,-0.0769415,0.23314,0.231239,-0.251525,0.729677,-57.8415,-59.8923,25.1695,12.1879,-8.45792,29.878,19.6435,-27.034,-5.00815
-833.369,0.997443,0.44978,3,7,0,835.009,87.7926,-0.0949022,0.219933,0.235506,-0.19174,8.58755,-24.2054,-6.14853,13.2181,2.72264,2.78784,-22.767,-24.6229,5.85108,32.0364
-833.828,0.987171,0.44978,3,7,0,834.723,87.5193,-0.0800032,0.243054,0.243417,-0.316117,3.64799,21.3808,24.1417,-2.56841,-24.9523,-2.97,23.2389,35.7809,-5.3891,-43.5374
-833.558,0.977732,0.44978,3,15,0,835.541,87.7034,-0.112444,0.219866,0.229751,-0.210029,-2.58226,-42.763,-19.3187,36.8293,-42.3379,1.16334,-73.5234,-17.557,-10.2175,20.6767
-834.966,0.954866,0.44978,3,7,0,835.916,87.9453,-0.115641,0.234637,0.219028,-0.231219,-4.40566,-28.3649,-19.3196,2.89114,22.5784,6.10254,-86.1922,41.432,-64.4195,5.14135
-839.69,0.89936,0.44978,3,7,0,841.339,87.0423,-0.0393034,0.211577,0.233784,-0.252052,-0.129028,-8.03312,76.6806,-24.5492,4.61666,-12.6617,146.389,-51.0035,14.167,-16.8271
-834.25,0.996972,0.44978,3,7,0,842.456,87.7262,-0.121882,0.235531,0.242139,-0.272799,-15.3649,97.1157,38.2918,-72.3673,-23.607,1.81903,-113.79,10.6265,3.08402,-18.3753
-835.902,0.816264,0.44978,3,7,0,840.202,87.4217,-0.0897098,0.258852,0.292036,-0.214664,-1.4971,110.522,60.6447,-62.8174,26.2458,-4.33243,-8.91896,4.83593,112.593,13.2526
-836.163,0.965082,0.44978,4,15,0,840.129,87.7813,-0.0894858,0.176539,0.190848,-0.232375,4.64187,97.774,-38.1698,34.8088,-45.2943,2.79445,-8.57104,-89.4248,-62.0109,2.01301
-834.14,0.998991,0.44978,3,7,0,837.149,87.3462,-0.0858284,0.262651,0.260311,-0.249143,0.118713,9.06969,86.3898,69.4885,-7.9512,-6.22415,2.39279,65.6405,17.1577,-3.93997
-834.348,0.962976,0.44978,3,15,0,835.882,87.88,-0.0837051,0.207979,0.202255,-0.214612,3.99759,-19.7739,27.2819,-59.8847,-16.224,4.62571,8.32434,-12.3885,-72.2096,16.3224
-832.922,0.881502,0.44978,2,7,0,842.091,87.7709,-0.088616,0.237309,0.228559,-0.20936,-6.54957,-31.8745,120.9,141.798,4.04132,2.46846,-5.71792,33.7265,-38.366,22.3534
-836.692,0.911637,0.44978,2,7,0,837.733,87.9177,-0.0942574,0.243243,0.22356,-0.141337,2.12157,-11.6458,-10.1651,11.8984,36.7794,4.63289,-18.9937,50.3805,-53.2113,55.6657
-833.211,1,0.44978,3,7,0,837.337,87.7698,-0.106538,0.235788,0.254164,-0.221916,-5.11014,6.36712,-23.4453,49.9251,-67.1717,2.50834,-58.0822,-7.14583,37.4752,14.2519
-836.827,0.931311,0.44978,3,7,0,838.099,87.5075,-0.0833015,0.268443,0.282851,-0.155939,4.11598,-60.9853,-31.0091,-4.42537,-10.3328,-2.3618,8.42423,40.5444,64.4524,46.6654
-836.787,0.961915,0.44978,3,7,0,839.724,87.37,-0.0606634,0.241156,0.286076,-0.208072,0.689387,11.4938,-22.8579,-76.6099,-48.0128,-5.27449,73.5203,-36.936,119.299,15.4246
-834.793,0.998704,0.44978,3,15,0,838.259,87.8318,-0.113816,0.21288,0.205903,-0.257748,-5.62701,-76.0019,72.3811,-18.0217,27.1497,4.01698,-85.1685,-3.89178,-74.9825,-10.454
-832.586,0.99331,0.44978,3,7,0,835.752,87.7702,-0.100746,0.230342,0.247635,-0.241747,-4.50811,95.213,21.3082,70.2842,9.86708,2.61765,-42.8666,-14.0594,27.4384,3.58898
-835.393,0.833834,0.44978,3,7,0,838.082,87.2712,-0.109655,0.199234,0.218049,-0.229993,-2.22171,58.2911,56.6347,-74.1924,3.34832,-7.50093,-68.2561,-62.0559,-14.7583,5.00671
-832.623,0.997657,0.44978,3,7,0,836.37,87.7213,-0.0791195,0.223258,0.222672,-0.274121,9.29472,74.3583,50.6847,30.4349,-19.0724,1.71602,24.2183,2.43089,-40.0293,-15.9395
-836.432,0.891868,0.44978,3,7,0,837.25,87.5911,-0.0425306,0.232113,0.263961,-0.279433,-2.20492,-2.31426,37.4755,31.886,14.7215,-1.16236,144.082,-36.0647,80.0425,-26.726
-834.942,1,0.44978,4,15,0,838.549,87.6925,-0.12896,0.226001,0.233611,-0.216391,1.04508,62.8537,-84.4361,-28.5406,38.3445,0.965354,-122.058,-5.66385,-8.06633,14.0983
-833.79,0.997338,0.44978,3,7,0,836.724,87.5075,-0.0894807,0.20137,0.20377,-0.239619,-0.878787,127.736,-5.90478,14.9351,-16.4437,-2.79162,-8.67949,-35.2728,-61.3776,2.42276
-833.206,0.995103,0.44978,3,7,0,835.026,87.7744,-0.0681977,0.216131,0.230318,-0.277547,-2.69041,7.9785,-64.1281,-52.9203,2.51162,2.90586,59.953,-33.2121,-3.80444,-19.1635
-833.467,0.96168,0.44978,3,7,0,835.311,87.8703,-0.0894261,0.216871,0.210113,-0.240308,0.640911,-75.9111,4.45203,-27.2607,33.4224,4.67024,-8.52624,1.95385,-65.7101,2.66671
-832.672,0.968124,0.44978,3,7,0,836.149,87.8047,-0.074897,0.241903,0.24919,-0.257409,-3.57464,37.3911,47.1431,102.606,-13.2194,3.43715,36.6278,19.2176,15.0923,-5.98356
-833.457,0.936604,0.44978,3,7,0,834.806,87.5168,-0.0721142,0.210605,0.233,-0.204708,-3.40729,-43.2412,17.1681,-56.0471,8.06828,-2.42574,40.7905,-48.0096,12.0678,24.065
-835.606,0.944701,0.44978,3,7,0,836.664,87.6983,-0.10306,0.26039,0.245166,-0.159536,-2.65079,35.7113,-12.8375,-35.3914,24.5675,0.962314,-42.3349,68.5662,-21.661,46.9264
-834.319,1,0.44978,4,15,0,836.298,87.6669,-0.0642554,0.204127,0.233238,-0.291156,2.28428,26.6573,-3.7824,31.9422,48.7336,0.536707,74.8015,-79.1883,25.9363,-29.5614
-833.364,1,0.44978,3,7,0,834.636,87.7097,-0.097704,0.257761,0.242786,-0.222276,1.46714,62.7542,-19.1345,-19.2424,-25.1091,1.31726,-32.3646,73.5031,-27.6997,13.7324
-833.593,0.982886,0.44978,3,7,0,835.414,87.6395,-0.0985065,0.259147,0.258533,-0.20832,3.84163,-2.17184,5.87084,-76.1788,-19.2235,-0.0735236,-33.7519,53.0981,15.7577,21.6623
-833.706,0.9836,0.44978,3,7,0,834.982,87.7265,-0.0980269,0.25663,0.269661,-0.219809,4.41422,10.6918,-17.9718,44.633,-23.1061,1.6433,-33.1426,30.884,52.0574,14.5444
-834.158,0.916351,0.44978,3,7,0,838.345,87.6022,-0.0739849,0.218597,0.202699,-0.278945,-11.8098,20.82,-34.1445,-16.092,38.2713,-0.914493,41.2221,19.8334,-98.0362,-21.9165
-834.512,0.989903,0.44978,3,7,0,835.48,87.6787,-0.100377,0.268773,0.257033,-0.199643,0.636369,34.2363,45.1691,-23.3343,-14.1444,0.671403,-38.3868,81.1054,-2.09781,25.0389
-832.866,1,0.44978,3,7,0,835.477,87.7343,-0.0890035,0.231248,0.260498,-0.264263,1.9292,-56.3859,38.6207,74.5414,25.3382,1.96311,-7.60006,-32.2324,68.0456,-10.484
-833.963,0.948049,0.44978,3,7,0,834.838,87.7237,-0.0832738,0.229645,0.203766,-0.260178,-1.58584,9.20456,-26.6864,-51.1262,9.28555,1.7205,10.4835,52.1812,-108.43,-10.2529
-834.749,0.98487,0.44978,3,7,0,836.143,87.6892,-0.102338,0.247384,0.283154,-0.255436,-2.77505,30.6554,55.6095,-22.6848,16.9789,0.973697,-49.0154,-16.6739,112.32,-8.92784
-836.969,0.897849,0.44978,3,15,0,839.471,87.9804,-0.108505,0.216176,0.274754,-0.243313,5.44448,8.71226,-27.9407,-84.4132,14.0988,6.97729,-66.5971,-98.407,131.529,-6.10725
-837.084,1,0.44978,2,3,0,837.778,87.9676,-0.115444,0.218752,0.274035,-0.243523,-2.20928,-27.1256,31.4163,-31.8586,1.09069,6.71704,-87.737,-89.518,125.479,-6.46178
-834.167,0.992864,0.44978,3,7,0,838.716,87.6455,-0.0776064,0.233344,0.203537,-0.250158,7.58278,-92.9796,-12.9005,93.4405,2.57709,0.0459731,27.7466,62.9089,-112.68,-4.6453
-833.846,0.985464,0.44978,3,7,0,836.337,87.6049,-0.0785119,0.221656,0.257177,-0.298952,0.594239,-69.8232,71.4298,-5.06043,24.3138,-0.889249,27.5209,-61.5279,77.9254,-33.2743
-834.05,0.886603,0.44978,3,15,0,837.638,87.6277,-0.11283,0.224663,0.224998,-0.192883,-0.878339,8.19324,-65.1307,84.682,-37.6114,-0.291857,-72.1093,2.76559,-29.5282,29.989
-832.474,0.978935,0.44978,3,7,0,835.805,87.5264,-0.098856,0.22449,0.238992,-0.263245,1.71482,123.61,22.1595,17.6762,-29.5783,-2.51863,-38.7655,-19.5346,10.5382,-9.09942
-833.805,0.863141,0.44978,2,7,0,836.653,87.6952,-0.0590827,0.246807,0.231962,-0.241798,4.56808,109.581,29.457,-2.45772,18.7985,1.07068,83.4473,59.6101,-45.0285,1.11277
-833.237,1,0.44978,3,7,0,834.203,87.7316,-0.106137,0.221728,0.250586,-0.264046,1.3943,68.9306,21.8713,-8.2185,3.70725,1.90436,-61.9076,-46.6921,51.6818,-11.1009
-832.665,0.983855,0.44978,3,7,0,834.5,87.6184,-0.0845259,0.232789,0.255454,-0.216712,2.25613,-60.3981,-46.6195,37.0676,-20.7849,-0.489427,5.9931,-17.5765,45.1328,18.463
-833.534,0.973883,0.44978,3,7,0,834.433,87.5116,-0.111852,0.230201,0.223981,-0.228544,1.91044,45.2148,-12.3012,-15.9613,-24.7541,-2.6477,-74.5457,20.8058,-42.9036,9.6109
-834.043,0.946389,0.44978,3,7,0,835.452,87.5513,-0.111428,0.219376,0.257138,-0.249647,-2.08798,-37.478,3.94503,-63.0641,18.1475,-1.93003,-76.4471,-62.6912,74.0223,-4.06675
-836.361,0.887618,0.44978,3,7,0,839.693,87.8938,-0.068256,0.201738,0.205636,-0.1627,2.03827,64.3495,59.2751,-86.3755,7.53817,4.414,47.4844,-31.6762,-48.2428,43.4653
-838.935,0.940634,0.44978,3,7,0,841.056,88.208,-0.091782,0.23933,0.213757,-0.145101,0.113563,57.2868,-28.6169,-67.0549,24.4373,9.60557,-12.9508,53.2251,-73.2259,48.912
-834.666,1,0.44978,3,7,0,840.433,87.8337,-0.0622516,0.221695,0.25996,-0.273715,-12.2789,-0.873743,-0.425911,34.3418,-61.7988,4.18811,78.7106,-62.8547,83.0308,-19.7665
-832.312,0.993031,0.44978,2,7,0,835.845,87.591,-0.0879904,0.232038,0.253413,-0.252243,-6.79297,-95.0996,38.9712,-43.942,21.6447,-1.10403,-4.28523,-18.0542,43.2795,-2.16424
-835.963,0.911712,0.44978,3,7,0,836.555,87.8778,-0.079775,0.215882,0.221302,-0.143855,-1.30219,-1.97037,-11.3588,47.6981,-6.1712,3.97802,17.0117,-14.7557,-25.0223,55.5939
-832.942,0.99064,0.44978,2,7,0,836.732,87.8057,-0.0812489,0.22694,0.238844,-0.202171,-3.53348,-12.2665,29.5902,45.6141,-66.3416,3.0953,14.9977,-10.1935,5.50867,26.6291
-834.556,0.910287,0.44978,3,7,0,835.423,87.5487,-0.0788403,0.223072,0.265529,-0.188366,4.52264,9.26616,-34.3242,6.74384,14.2418,-1.7548,21.1498,-56.7906,83.3434,31.7027
-834.603,0.938983,0.44978,3,7,0,840.208,87.7034,-0.112598,0.246283,0.234886,-0.302872,1.64989,158.298,-73.8998,-5.80954,6.90086,1.40173,-89.0323,60.5208,-39.9961,-37.1342
-834.652,1,0.44978,3,7,0,835.729,87.5387,-0.0583081,0.238895,0.231977,-0.183342,-2.98022,-43.4357,-13.2766,49.4659,-2.7468,-1.92144,76.323,31.6983,-29.3269,34.5143
-834.757,0.998867,0.44978,4,15,0,836.706,87.3753,-0.0775179,0.247257,0.275134,-0.205715,-0.071568,75.4769,-7.69926,-39.3018,31.952,-5.14796,25.6296,-4.1227,79.2714,20.8991
-835.228,0.99274,0.44978,3,7,0,837.156,87.7432,-0.112332,0.273119,0.26457,-0.249569,-5.67555,9.5871,38.4795,50.9552,22.1461,2.09424,-79.2203,91.3767,14.1754,-6.35881
-835.668,0.963891,0.44978,4,15,0,840.332,87.4575,-0.080749,0.217378,0.235092,-0.143038,0.277995,92.8642,-17.4336,-90.2029,-46.2854,-3.14883,14.5598,-28.162,7.47751,56.6824
-838.799,0.950443,0.44978,3,7,0,842.635,87.6724,-0.0527989,0.263124,0.261212,-0.348106,-4.3704,129.334,-6.83408,22.7602,29.7679,0.741267,126.795,80.0351,23.3483,-72.6612
-833.386,1,0.44978,2,3,0,839.361,87.7783,-0.0815646,0.245616,0.249554,-0.301899,1.69814,-119.069,-61.0736,-35.0237,60.6303,3.14166,17.2468,33.0565,11.3715,-34.1145
-833.754,0.976063,0.44978,3,15,0,834.66,87.449,-0.0843842,0.216187,0.242574,-0.18955,-0.284001,51.6746,32.413,16.8093,-14.5519,-3.61367,6.05863,-44.395,30.2439,32.5821
-839.523,0.867585,0.44978,3,7,0,841.194,87.1412,-0.0697824,0.208276,0.184665,-0.290543,1.04745,2.4357,-11.7348,-31.353,-46.5773,-11.4253,56.2369,15.9247,-143.373,-39.618
-834.958,1,0.44978,3,7,0,841.2,87.5279,-0.0914012,0.231175,0.266031,-0.16854,11.0102,-47.8329,38.9663,103.123,32.8485,-2.05874,-12.5704,-34.0109,70.8213,42.8103
-833.561,0.997411,0.44978,3,7,0,836.216,87.5203,-0.0690283,0.256403,0.240626,-0.245644,-3.7667,18.3423,17.4016,46.4669,52.3091,-2.55955,53.7051,76.1558,-33.5614,-0.697742
-832.64,1,0.44978,3,7,0,834.015,87.7328,-0.0985339,0.222884,0.244629,-0.225482,1.85445,-44.4711,7.70793,-60.9507,-15.2035,1.78643,-35.0074,-31.0786,28.6864,13.2405
-833.687,0.961703,0.44978,3,7,0,834.716,87.7044,-0.110566,0.214837,0.23219,-0.286373,-1.6935,24.0683,25.2542,-38.3243,-24.6376,1.37696,-79.4082,-41.198,4.47353,-25.4153
-834.025,0.950773,0.44978,3,7,0,836.066,87.9649,-0.0677327,0.217146,0.22422,-0.222162,-2.01089,60.5584,54.8298,-16.3857,28.783,6.38154,55.015,-17.861,-22.6373,12.4464
-832.841,0.89896,0.44978,3,7,0,837.195,87.5429,-0.0875767,0.229382,0.223864,-0.286466,-7.06517,-75.2484,95.137,-22.9324,0.08469,-2.26647,-3.21086,20.8105,-47.2295,-23.781
-832.483,0.9656,0.44978,3,7,0,835.424,87.8338,-0.0856885,0.236861,0.239789,-0.264062,3.7281,-1.37862,-41.7993,2.00652,-58.6589,4.10987,2.91143,18.3851,-6.5203,-9.60502
-836.654,0.910453,0.44978,3,7,0,837.213,88.1776,-0.0845156,0.219112,0.230584,-0.165578,4.01933,3.51992,13.5033,2.86744,-16.786,9.46883,5.42904,-19.091,-6.17948,41.1734
-833.454,0.988073,0.44978,3,7,0,838.892,87.8649,-0.0862688,0.250842,0.250682,-0.205722,11.2328,6.93388,-57.917,-50.066,47.9106,4.25501,0.944252,40.4665,5.23954,23.4915
-832.529,0.937249,0.44978,3,7,0,835.33,87.7662,-0.09275,0.215142,0.225846,-0.25746,-6.79575,13.1909,35.8579,-72.6161,-23.4603,2.61588,-19.2188,-27.9952,-16.0899,-5.74917
-833.685,0.89251,0.44978,3,7,0,836.447,87.4841,-0.0824797,0.226406,0.266872,-0.245209,-8.81415,31.9694,-10.0469,-3.11895,-39.3039,-3.30981,12.5958,-55.5272,92.3582,-0.683674
-832.361,1,0.44978,3,7,0,833.778,87.7136,-0.0925077,0.233642,0.226976,-0.247108,-3.78953,-9.57791,65.0861,-12.7967,1.05147,1.4652,-18.0846,27.5413,-40.6286,0.8103
-834.443,0.904645,0.44978,3,7,0,835.048,87.594,-0.0832414,0.22463,0.273871,-0.218559,-1.10222,18.2531,-36.5396,12.0942,-15.5069,-0.972106,9.73317,-67.8976,110.404,13.8046
-836.014,0.99209,0.44978,3,7,0,836.677,87.4523,-0.0856229,0.220506,0.186005,-0.218671,2.97998,-13.5925,-8.87842,-18.5827,-23.541,-3.7656,2.84103,47.2861,-137.967,10.5527
-834.374,0.979002,0.44978,4,15,0,838.934,87.6074,-0.087029,0.273906,0.256891,-0.268535,-10.606,2.74963,30.829,-92.3763,-16.2362,-0.782503,-1.34925,109.691,-11.1062,-16.0453
-834.044,0.999094,0.44978,3,15,0,835.835,87.7203,-0.0827914,0.271954,0.259556,-0.249691,-5.84745,-25.9718,30.0321,-13.3743,-33.4512,1.6149,11.7499,95.5303,0.527286,-4.07208
-832.796,1,0.44978,3,7,0,834.331,87.7121,-0.0783379,0.230012,0.259054,-0.240154,-1.84718,-17.7828,-63.1982,-42.4261,2.78512,1.41441,24.9846,-32.2593,62.3592,4.12597
-832.764,0.867973,0.44978,3,7,0,836.026,87.4913,-0.0978246,0.238543,0.253237,-0.228293,1.29257,17.4687,-66.382,96.8476,0.94021,-3.05401,-33.1111,2.2593,31.1527,11.3169
-835.66,0.883337,0.44978,2,3,0,836.081,87.2063,-0.109368,0.234064,0.264366,-0.226812,-4.42339,-11.4572,0.676773,-1.14612,-2.27474,-8.75423,-66.9778,-27.2934,70.3945,6.42002
-834.913,0.996826,0.44978,3,7,0,837.126,88.072,-0.0640548,0.22325,0.22544,-0.253522,1.37063,92.9029,-52.4556,3.35132,-9.07362,9.05871,69.996,-1.97747,-29.8007,-8.15261
-833.344,0.968538,0.44978,2,7,0,837.191,87.5458,-0.108184,0.23166,0.257243,-0.259396,-10.8019,-81.2149,30.1196,27.7868,1.54447,-2.08538,-67.7637,-25.5147,56.5193,-8.51657
-835.175,0.974072,0.44978,3,7,0,835.641,87.8646,-0.0579841,0.216056,0.209164,-0.278641,-0.744127,4.13525,-19.0782,12.5185,22.4538,4.91598,93.4184,0.980297,-72.7296,-23.7684
-835.026,0.919455,0.44978,3,7,0,838.617,87.3274,-0.113237,0.218174,0.253493,-0.256982,4.14838,67.0595,-90.3518,3.75645,-25.806,-6.72221,-83.2294,-61.6824,65.5974,-10.4364
-838.702,0.939682,0.44978,3,7,0,841.119,87.9643,-0.068646,0.263536,0.251797,-0.350172,-5.72598,-66.1617,-33.3608,50.9686,-16.7566,8.22791,67.6481,99.6368,-12.7836,-73.7101
-834.383,1,0.44978,3,7,0,840.114,87.234,-0.092681,0.227878,0.257216,-0.241405,-6.19631,-54.92,-56.7154,-28.9975,73.2721,-8.44225,-18.4054,-36.024,60.1786,0.20237
-836.136,0.973798,0.44978,4,15,0,837.137,87.1262,-0.100667,0.245784,0.23901,-0.187859,5.00093,7.01626,13.8372,-34.7624,16.4197,-9.58333,-38.2842,41.1654,-19.823,28.8488
-834.043,0.896709,0.44978,3,7,0,839.073,87.488,-0.0840088,0.205531,0.252881,-0.245971,11.3007,39.4816,46.3716,-67.1902,-31.8698,-3.23266,7.94023,-98.0522,81.6224,-1.87307
-834.132,0.977235,0.44978,2,7,0,837.043,87.5318,-0.0605917,0.225025,0.240554,-0.300095,-2.51331,-47.4275,-65.7721,49.8519,34.5628,-2.58727,88.6334,-21.8852,15.7375,-34.5416
-834.366,0.883659,0.44978,3,7,0,838.08,87.6039,-0.112728,0.211176,0.253102,-0.233956,-7.32871,24.4021,30.614,-39.1028,-55.1187,-0.800927,-77.9694,-79.2007,71.9303,4.70289
-836.102,0.858136,0.44978,2,7,0,840.373,87.5767,-0.0443929,0.236144,0.269851,-0.21673,-0.374085,-108.131,-85.9927,45.8124,-3.10896,-1.3088,121.725,-28.6532,81.8146,11.5834
-832.079,1,0.44978,2,7,0,836.227,87.5856,-0.081335,0.233198,0.236876,-0.253201,-1.11727,123.659,-2.85954,76.0861,22.7078,-1.21852,16.3508,11.1489,-9.73207,-2.28078
-836.302,0.782604,0.44978,3,7,0,837.934,87.8667,-0.0999957,0.210646,0.268376,-0.285162,6.14873,-49.7611,-8.67475,33.4411,-17.3839,5.02801,-44.2666,-114.762,131.039,-29.9044
-834.658,1,0.44978,3,7,0,837.608,87.9513,-0.0885481,0.218396,0.260013,-0.27707,3.11881,78.7189,50.6159,-62.3856,18.8653,6.82158,-6.31342,-74.1,89.1261,-21.7607
-834.365,1,0.44978,3,7,0,836.214,87.7705,-0.0929099,0.239229,0.22086,-0.178375,-6.7469,8.91329,24.2996,-46.2524,21.4429,2.3124,-16.8479,47.1192,-59.1733,38.0711
-834.98,0.981703,0.44978,3,7,0,835.597,87.7321,-0.0877998,0.249879,0.219765,-0.178215,-2.47464,35.225,29.339,11.6166,-8.03176,1.61356,-3.19854,77.001,-76.2889,36.9419
-834.957,0.972253,0.44978,3,7,0,837.814,87.515,-0.0853589,0.251419,0.26094,-0.328014,1.23053,-0.908763,32.9852,-107.564,3.70221,-3.14609,4.5074,35.2162,42.5378,-52.9225
-836.293,0.748114,0.44978,2,7,0,841.152,87.6267,-0.0821994,0.217561,0.284042,-0.24262,-3.55558,-5.2722,35.5197,6.37441,-81.4299,-0.342898,13.3815,-108.164,157.453,-4.33928
-833.003,0.988519,0.44978,2,7,0,837.569,87.8472,-0.0779095,0.246359,0.250774,-0.269986,-4.56771,-3.06381,-68.8119,111.311,18.4776,4.45122,27.8997,31.4546,13.4063,-14.1935
-832.928,0.992512,0.44978,3,7,0,833.831,87.6825,-0.0735173,0.221838,0.244516,-0.285335,-4.62073,-20.9843,-19.4665,-35.2565,6.82799,0.882607,43.2998,-38.333,33.6593,-23.2708
-834.492,0.886924,0.44978,3,7,0,837.237,87.8309,-0.0993992,0.236204,0.215531,-0.295799,-4.85094,-16.3659,42.3083,-15.7476,51.6294,4.31289,-43.2014,58.31,-87.7868,-32.6832
-836.291,0.979418,0.44978,3,7,0,837.694,87.8577,-0.0996747,0.204985,0.226276,-0.338805,3.55628,-38.2698,30.9612,-47.3016,-16.3157,5.37079,-48.0869,-71.1574,1.3007,-62.1016
-832.562,1,0.44978,3,7,0,836.893,87.8653,-0.080537,0.228189,0.236947,-0.253496,3.74238,-44.2341,-59.6386,-12.0572,-65.8388,4.68912,18.837,-4.50045,-1.74727,-3.42562
-834.253,0.939013,0.44978,3,7,0,836.047,87.5961,-0.0883016,0.202003,0.207561,-0.189843,5.73946,25.3477,-33.2245,-43.2246,22.6947,-0.87781,-4.64328,-35.359,-46.0477,31.3861
-832.88,0.985588,0.44978,3,7,0,836.034,87.5054,-0.0716621,0.245481,0.249361,-0.264294,-4.9138,69.815,-50.4397,-42.4835,35.7179,-2.97724,47.3961,30.5572,10.1692,-10.5324
-832.797,0.993322,0.44978,3,7,0,833.509,87.677,-0.104816,0.219582,0.241447,-0.232904,-4.18353,-11.5494,28.0165,22.4804,-6.30692,0.682164,-54.2398,-36.6448,24.5496,8.46817
-834.12,0.978378,0.44978,3,7,0,834.576,87.8968,-0.065061,0.219539,0.216297,-0.217662,0.961351,-41.3291,-18.3885,10.7487,8.40016,4.98452,62.2402,0.654237,-48.7772,14.9568
-834.516,0.989902,0.44978,3,7,0,836.111,87.5066,-0.0517362,0.213425,0.231189,-0.218936,-6.95322,-38.7385,10.769,34.7155,-10.9407,-2.69597,100.994,-38.612,3.08312,13.4022
