# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=15421
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_beta.5,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_beta.5,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_beta.5,g_aux_unscaled
-829.826,0.962833,0.27747,3,7,0,831.077,87.6693,-0.105289,0.264086,0.140142,-0.0266638,0.122644,-0.325956,-2.52634,-33.12,-10.9921,4.54405,-28.1102,2.94449,-12.8695,0.633477,86.9373,97.5578,-105.28,43.0251,-0.62246,-37.7707
-829.164,0.98861,0.27747,3,15,0,832.857,87.8163,-0.158818,0.235487,0.193066,0.0493346,0.117475,-0.207968,1.67911,-25.9572,34.0273,7.0423,-66.4597,11.0186,-22.9619,3.33695,6.6853,61.8928,30.0147,85.8025,-5.5467,34.3986
-828.656,0.999853,0.27747,3,15,0,830.956,87.7874,-0.174372,0.21761,0.162541,0.0162546,0.139826,-0.182106,2.2944,-2.80089,23.9012,57.5942,28.9824,-14.7388,13.8097,2.63931,-48.4199,-23.5503,36.5756,-42.7135,17.2417,50.9332
-830.836,0.925709,0.27747,4,15,0,834.382,87.5262,-0.185138,0.192554,0.167663,0.0576488,0.104366,-0.356777,-1.33987,-44.0193,-0.459675,-70.113,-36.9743,-6.27267,-8.01054,-3.0425,-99.547,3.77585,-16.3433,39.4191,-118.267,-58.2902
-831.166,1,0.27747,4,15,0,835.673,87.7653,-0.169322,0.241539,0.115376,-0.0153174,0.166538,-0.172272,9.63554,25.9331,22.5136,24.9082,-20.8667,38.3955,-31.0461,2.19019,-39.8898,27.302,-49.2409,-54.0648,11.3653,51.8241
-828.639,0.892759,0.27747,3,7,0,835.639,87.8395,-0.164117,0.212943,0.151771,0.0469103,0.103488,-0.239876,3.26659,38.225,32.8168,-30.3811,-1.60747,67.7367,61.1416,4.03352,-31.029,68.9348,-83.1065,81.802,-111.189,16.2665
-826.089,1,0.27747,4,15,0,829.016,87.4883,-0.124631,0.245559,0.162694,-0.0017048,0.120051,-0.275965,3.37934,-3.11483,-56.9435,32.3867,-7.14614,33.7279,21.0644,-3.42712,48.3258,45.4534,-22.9146,32.3938,12.059,-0.290333
-826.665,0.908599,0.27747,4,31,0,831.094,87.613,-0.162132,0.202613,0.169749,0.0464838,0.136917,-0.230487,3.48915,-75.9187,-55.1367,-8.29976,5.87335,-12.1431,15.1058,-0.613078,19.1606,-21.7211,50.0827,25.6318,36.2215,25.8592
-826.635,0.970644,0.27747,3,15,0,828.563,87.6437,-0.153801,0.20621,0.168843,0.0491563,0.123165,-0.231867,-2.54683,-29.1439,-14.5783,6.29326,-0.711629,51.0649,6.48621,0.0077396,29.2534,8.19766,13.83,60.498,-0.153941,25.0851
-829.593,0.883171,0.27747,4,31,0,835.006,87.6039,-0.115781,0.238901,0.188101,-0.0148423,0.0680973,-0.171804,0.533027,-36.9544,-9.92683,-48.8445,84.7416,7.8397,-6.00072,-0.707363,-14.1626,7.32436,-18.4649,-2.78751,-61.8951,55.2335
-828.784,0.976458,0.27747,4,15,0,833.261,87.6466,-0.102973,0.241378,0.17674,-0.0367922,0.092958,-0.35615,-6.35248,-30.7368,64.5444,29.5345,-34.0553,-31.3578,-6.80298,0.0858519,33.3424,-41.2752,11.5532,-65.1346,13.406,-53.8132
-828.031,0.931372,0.27747,4,15,0,833.119,87.8699,-0.138403,0.243522,0.146566,-0.030919,0.14661,-0.252499,0.6001,51.1252,28.2737,-32.4834,-27.8492,-28.7443,-53.4637,4.77654,-0.232752,-21.1764,11.9594,-83.2976,63.2069,9.91791
-829.771,0.977541,0.27747,4,15,0,832.975,87.5499,-0.131566,0.245683,0.237936,0.00708848,0.0657201,-0.302368,4.90079,-11.5058,53.6858,-38.8455,23.4949,33.1158,7.48567,-2.17748,-42.4558,-2.57198,106.043,9.67388,-27.1836,-23.4804
-830.222,0.955132,0.27747,3,15,0,836.872,87.6378,-0.104781,0.278186,0.18845,-0.0387583,0.0787628,-0.363244,-2.78856,-45.6988,-14.3462,74.4843,60.9891,-45.0134,22.808,-0.145562,-1.09508,90.3205,-46.4302,9.83131,-59.2357,-60.9254
-828.554,0.982851,0.27747,4,15,0,832.574,87.7757,-0.13996,0.211813,0.168464,0.0374949,0.0949491,-0.196668,-3.54151,-35.3999,-22.3556,-66.9614,4.44114,15.9881,37.5379,2.49659,16.2125,27.9863,-35.1131,66.9985,-60.2709,42.3727
-828.183,0.970667,0.27747,4,15,0,832.601,87.4069,-0.134896,0.22232,0.191677,0.0222175,0.0816709,-0.211209,9.1402,-5.70714,-0.857493,-47.9895,44.8432,-13.7747,26.2379,-4.59039,-5.27212,10.1077,4.90203,37.4492,-52.3716,34.3924
-827.349,0.987661,0.27747,4,15,0,831.488,87.5847,-0.101744,0.256746,0.198129,-0.0137039,0.0779058,-0.316042,-7.19007,-2.38608,-27.7643,57.7792,39.3173,-26.5892,18.6187,-1.40289,47.7234,46.455,-0.260619,43.9992,-24.3884,-26.8621
-827.509,0.885635,0.27747,4,15,0,830.78,87.8565,-0.128446,0.257906,0.169242,-0.0362112,0.0960829,-0.247372,1.82461,-4.5744,0.174987,31.3911,-64.0307,-6.22303,-27.682,4.44948,-46.2124,27.1038,-33.4952,-48.1493,-45.4407,14.0401
-826.198,0.991494,0.27747,4,15,0,828.641,87.4822,-0.123908,0.239933,0.19251,0.00620178,0.0982725,-0.288737,-3.18517,-24.8917,-47.315,-33.927,0.683812,-31.6131,-11.2348,-3.65372,31.3311,17.8309,30.9666,31.903,4.35408,-8.17238
-827.474,0.977743,0.27747,3,7,0,828.131,87.5182,-0.123938,0.216634,0.192648,-0.00189014,0.077818,-0.321745,2.42071,-0.678309,-15.4074,-18.276,-1.37274,-17.6509,-13.6387,-3.03066,-12.0291,-59.2922,38.0783,-32.7634,-35.9002,-30.5511
-830.345,0.733034,0.27747,4,15,0,833.924,87.6838,-0.187976,0.221409,0.143544,-0.00334132,0.176701,-0.208864,4.76115,15.198,-19.3682,30.9043,39.7548,57.2989,7.02639,0.781132,-67.7613,-55.3796,63.0261,-115.017,79.2136,31.5001
-832.507,0.944828,0.27747,4,15,0,836.725,87.6753,-0.178017,0.218066,0.136406,0.0576598,0.139334,-0.13907,-0.609583,53.7546,-60.855,47.5714,12.9693,24.8887,-13.1323,0.536596,-8.2856,76.7981,-64.5985,80.3668,-50.9942,69.0751
-828.398,0.994749,0.27747,4,23,0,836.015,87.4755,-0.101618,0.259125,0.194557,-0.0343446,0.0588437,-0.31311,-1.25866,-32.2721,-56.4122,12.373,-0.871489,51.3474,73.4517,-3.99385,-14.1807,36.183,-36.2302,-5.69894,-86.7952,-27.2019
-828.793,0.995963,0.27747,4,31,0,830.677,87.9265,-0.20526,0.195837,0.113983,0.0687782,0.196552,-0.272492,-0.287897,-19.2515,11.9067,41.9245,-26.6811,-3.23908,27.3385,6.21444,-0.0984003,29.0403,-15.5708,42.1707,48.346,-3.59361
-830.556,0.642856,0.27747,3,7,0,836.805,87.831,-0.224664,0.157512,0.117359,0.0639429,0.195005,-0.258442,-5.49853,51.9989,-64.7165,58.7073,-25.1812,43.557,10.9797,4.00354,-69.8659,-105.228,57.217,-79.6716,62.6685,1.30942
-830.224,0.995119,0.27747,3,15,0,833.373,87.5151,-0.17189,0.196342,0.109971,0.0629689,0.15872,-0.345353,-4.79,37.0832,20.0848,43.5472,-40.6207,-17.2687,-12.825,-3.25664,51.6038,73.8318,-116.292,116.882,-35.2712,-50.2151
-829.906,1,0.27747,4,15,0,832.37,87.6144,-0.188934,0.217346,0.12751,0.0601116,0.155091,-0.186315,5.05178,34.7279,9.61121,51.2093,12.5926,-9.31617,16.2831,-0.534185,-16.6239,85.1885,-69.2481,79.5821,-42.5212,45.9086
-827.747,0.99776,0.27747,4,15,0,831.654,87.6659,-0.129429,0.235232,0.17812,-0.0133134,0.113271,-0.357503,-4.00407,4.12582,27.6419,32.0342,-58.7346,38.5883,-19.2081,0.586666,7.16016,-35.3197,49.3109,-52.8271,38.6857,-52.5455
-827.715,0.9716,0.27747,3,15,0,833.021,87.8793,-0.177687,0.242248,0.167509,0.0306193,0.134907,-0.238913,2.18059,-18.3914,-12.0912,-25.176,40.3839,22.0218,66.4715,4.84174,-51.4889,72.439,-4.25347,36.1663,-22.6636,18.7216
-828.919,0.993457,0.27747,4,31,0,831.905,87.6662,-0.16096,0.264985,0.194414,-0.00726308,0.1338,-0.216932,6.64503,-46.8938,-14.6814,-21.2403,36.0707,11.8934,-4.51535,0.448438,-51.3122,28.0455,73.2989,-35.5295,46.8846,29.5234
-828.806,0.975952,0.27747,4,15,0,835.486,87.5414,-0.111879,0.193568,0.161904,-0.0148952,0.0803231,-0.250469,-1.72968,-33.4229,38.239,36.4674,0.542622,-2.55208,77.8055,-2.14167,12.2723,-102.948,-8.65917,-68.4523,-36.2075,9.54683
-827.949,0.993778,0.27747,4,15,0,830.227,87.5873,-0.113593,0.205,0.16305,-0.013418,0.073804,-0.258766,-3.97302,6.83536,-58.4476,-10.7354,-10.8243,14.5541,18.9476,-1.19594,0.033746,-61.221,-37.5282,-41.7456,-69.6548,6.28463
-827.476,0.92073,0.27747,3,7,0,830.945,87.6614,-0.113502,0.221819,0.159775,-0.00554377,0.0750437,-0.262363,6.07875,-1.46894,71.9533,-4.6932,24.1856,17.7056,-8.54045,0.387955,13.1937,11.1308,-80.092,19.0391,-94.4252,5.07741
-826.866,0.915224,0.27747,4,15,0,832.993,87.6002,-0.144662,0.223098,0.136069,0.0186215,0.114655,-0.265431,-3.09878,-48.0436,106.186,24.3515,0.465005,0.682584,1.9678,-0.932514,4.86125,61.6908,-102.647,52.9064,-77.6637,4.46404
-828.007,0.98959,0.27747,4,15,0,829.223,87.7172,-0.13041,0.219593,0.196849,-0.021096,0.0869366,-0.272564,3.31127,11.1464,-37.1257,0.107074,5.89842,-11.7636,17.9574,1.62071,-46.3215,-99.3981,81.4746,-105.079,5.47367,-2.0905
-828.532,0.998364,0.27747,3,15,0,829.851,87.6844,-0.114647,0.208991,0.153219,0.0311585,0.0937588,-0.285938,1.39075,13.1413,4.62739,33.7705,-22.355,-31.7862,3.49895,0.925542,92.0936,37.2846,-83.6832,107.421,-63.3053,-11.1896
-828.529,1,0.27747,3,15,0,830.262,87.5735,-0.136694,0.187294,0.152923,-0.00818295,0.108797,-0.239197,-1.87127,-35.3732,16.9617,13.0605,-15.9635,30.1679,20.0482,-1.43445,-15.4045,-120.383,21.8065,-100.715,1.83016,16.8742
-826.726,0.989107,0.27747,4,15,0,831.289,87.7167,-0.188508,0.211332,0.14281,0.0243714,0.156122,-0.308361,0.121908,-62.5123,30.9829,39.212,-43.9591,34.7676,-16.2284,1.72874,-73.4351,-18.0342,16.3687,-52.1954,14.7544,-21.0013
-826.962,0.998769,0.27747,4,23,0,828.093,87.7549,-0.144866,0.214204,0.149247,0.0329243,0.134038,-0.335612,-0.73006,32.0902,2.01699,7.62633,-3.12969,-35.3644,4.73677,2.77841,59.9513,24.9962,-25.3934,62.8744,11.471,-37.8472
-829.084,0.98095,0.27747,3,15,0,830.953,87.5875,-0.131083,0.233212,0.141993,-0.0339869,0.120506,-0.350624,3.45971,-9.76385,-44.4394,-2.53278,14.4456,24.0602,-20.7898,-1.43234,-21.8216,-32.2726,-41.8421,-100.03,-5.47037,-51.1002
-828.506,0.997214,0.27747,4,15,0,832.924,88.011,-0.157173,0.219508,0.198435,0.0363402,0.104184,-0.297002,3.05714,31.5878,30.8347,-14.8627,8.84011,5.7225,-62.5042,8.47498,-26.2016,-2.86649,66.5036,30.055,-11.7685,-17.7435
-827.75,0.970863,0.27747,3,7,0,830.548,87.8136,-0.161565,0.21099,0.193784,0.0381193,0.0976439,-0.311071,7.5368,-35.8433,-3.93632,45.6345,1.07381,-17.438,-7.643,4.03673,-49.6508,-13.4043,50.6666,21.189,-43.823,-24.6833
-828.073,0.871978,0.27747,4,15,0,831.393,87.7286,-0.160974,0.205665,0.197267,0.0327677,0.115972,-0.315894,-7.32578,6.19031,-13.4656,0.239828,-14.7521,62.7382,-6.59214,2.04037,-27.6555,-70.6494,119.456,-25.088,38.5466,-28.2208
-826.879,0.999983,0.27747,4,15,0,829.162,87.5335,-0.164318,0.226753,0.152785,0.0265777,0.144219,-0.209429,-0.280337,21.0501,33.537,-65.193,1.50602,6.77279,-2.88491,-2.12532,-3.86002,29.5555,-3.4708,19.6922,11.854,38.082
-826.821,0.99154,0.27747,4,31,0,828.311,87.664,-0.113719,0.237672,0.176368,-0.0141779,0.0788402,-0.317252,2.51012,14.1371,6.08276,33.427,-10.3334,-1.95047,-30.5327,0.496522,6.34836,15.5692,-40.757,4.63596,-66.9429,-26.5468
-828.129,0.967462,0.27747,3,15,0,830.606,87.6058,-0.118939,0.241528,0.155063,-0.0308289,0.0992733,-0.344534,2.25021,8.65264,-4.87406,33.9024,19.3492,-54.1726,18.1753,-0.95243,-6.43006,7.18451,-61.848,-46.847,-45.6101,-45.535
-827.093,0.919049,0.27747,3,7,0,831.597,87.5822,-0.131908,0.236045,0.162097,3.30832e-05,0.0871193,-0.304415,0.603522,19.6106,26.3208,-41.6365,-47.8817,-5.51044,-51.1306,-1.43076,-21.766,55.984,-83.4139,31.6872,-103.741,-19.3851
-830.591,0.952263,0.27747,3,7,0,832.737,87.1137,-0.128804,0.266448,0.18826,-0.0208932,0.128727,-0.293583,-0.636207,-31.2041,26.6659,-28.9484,2.53829,-37.4256,22.2154,-12.1239,20.2261,24.3255,65.9622,-25.8414,80.4391,-19.8457
-827.143,0.992693,0.27747,4,15,0,833.713,87.7758,-0.134395,0.211695,0.133304,0.00517934,0.140504,-0.224903,12.0255,-0.689249,-75.6398,30.8699,35.4326,8.54616,3.14445,2.64366,50.8245,-21.3316,-25.6851,-10.8775,30.933,28.2383
-830.226,0.965634,0.27747,3,7,0,831.802,87.8468,-0.194046,0.241385,0.14905,0.02708,0.168193,-0.181846,0.5472,48.5593,-15.7556,-17.9247,-21.4985,-8.03412,2.40735,3.72445,-54.1863,52.8278,7.34566,-0.589966,20.8984,47.9731
-830.171,0.967398,0.27747,4,15,0,834.297,87.641,-0.176338,0.152199,0.103754,0.0723268,0.15094,-0.327811,-8.51778,-26.5312,4.08436,7.06461,-10.1695,-53.4939,-30.3376,-0.0559975,36.3416,-46.305,-83.5794,51.5677,-39.8675,-39.5974
-830.711,0.97944,0.27747,4,15,0,833.635,87.7086,-0.191546,0.259338,0.161864,0.0291986,0.163675,-0.190562,2.20549,-24.0319,-39.0153,-69.8089,5.02769,6.25974,9.68968,1.21632,-51.2296,92.9304,8.3335,30.7043,17.4377,41.78
-828.114,0.999705,0.27747,3,7,0,831.209,87.6402,-0.165428,0.233726,0.152704,0.0156295,0.161916,-0.194432,-2.02982,40.2325,-54.8429,-24.34,-17.6974,-22.7333,-21.8697,-0.0581357,1.5071,13.514,27.2032,-9.98115,58.7623,44.6243
-831.724,0.961621,0.27747,4,15,0,835.926,87.7639,-0.179647,0.152275,0.108561,0.0732729,0.165739,-0.36497,4.60002,-41.4782,41.3679,40.962,-7.89763,51.889,-18.8266,3.18245,53.6269,-74.7414,-36.407,36.286,19.6655,-64.9958
-831.137,0.977283,0.27747,3,7,0,834.072,87.7198,-0.212604,0.175932,0.0958399,0.0671517,0.178588,-0.359133,-2.27647,-32.2441,33.9079,20.9166,-23.8664,34.5012,31.7893,1.99513,-61.8073,10.7835,-91.5169,18.8225,-42.6017,-60.2979
-832.164,0.970109,0.27747,4,15,0,836.19,87.7832,-0.175121,0.212469,0.155009,0.0447337,0.118378,-0.133284,-6.40829,20.8481,52.6507,18.23,-34.3136,-31.9408,-25.8152,2.32364,-38.0902,35.7871,-33.9859,38.2919,-59.0631,73.2302
-834.173,0.867865,0.27747,4,15,0,839.62,87.8131,-0.137285,0.218619,0.130029,0.033521,0.198182,-0.186782,1.06432,31.1874,11.0997,34.9171,53.7396,-17.1302,58.2463,3.13858,143.682,2.64897,32.6262,46.7728,154.866,37.0919
-827.873,0.984982,0.27747,3,15,0,835.452,87.39,-0.180688,0.191742,0.132264,0.0392896,0.123534,-0.259489,2.30977,-62.8588,6.6085,-73.5146,-45.8226,-39.0005,46.5505,-5.41771,-66.865,0.676011,-67.0448,2.54141,-88.8468,6.01908
-826.5,1,0.27747,4,15,0,829.109,87.6216,-0.167945,0.190801,0.128181,0.0430099,0.163671,-0.244404,-7.24227,-17.0991,-4.72523,-5.96762,-0.289393,-51.7232,-4.35976,-0.450226,33.7105,-27.4869,-2.30358,8.83204,44.2578,17.8267
-828.947,0.921043,0.27747,3,15,0,830.441,87.5008,-0.176402,0.203592,0.135287,0.046973,0.127857,-0.190098,2.46091,6.07693,-5.37465,-36.4894,14.5259,24.254,-23.0519,-2.65303,-31.8314,38.4268,-65.4367,43.9708,-69.4763,45.5387
-830.355,0.994754,0.27747,4,15,0,832.701,88.1781,-0.181897,0.209005,0.121401,0.0471216,0.1674,-0.313058,-4.16101,-5.88187,20.1406,-18.1285,4.81091,-38.4272,-33.6213,12.7291,2.17419,48.8964,-54.4755,47.8179,3.99818,-31.0811
-833.131,0.987678,0.27747,4,15,0,834.921,86.867,-0.114784,0.238432,0.185977,-0.000271116,0.0866365,-0.206947,4.12307,16.8354,0.603741,42.7809,-21.2366,-24.2198,-10.1606,-14.9455,29.4943,18.9956,-5.04802,30.0564,-24.3367,27.0594
-834.865,0.959867,0.27747,3,7,0,836.628,86.8781,-0.10807,0.222923,0.179515,-0.000817126,0.0563707,-0.208936,4.63754,9.25487,-38.6274,-2.29128,-11.032,-32.479,-8.71956,-14.7899,9.56702,10.3903,-55.2413,32.2878,-99.2088,22.3829
-828.985,0.99307,0.27747,3,7,0,837.629,87.2606,-0.132488,0.261174,0.162643,-0.0248536,0.134314,-0.216992,15.4741,-55.6123,42.7303,-38.7098,10.4405,1.80225,-28.3318,-7.51773,8.80544,30.3129,4.12024,-27.8319,40.768,29.3373
-829.009,0.943672,0.27747,4,15,0,832.135,87.5985,-0.142059,0.19422,0.175988,0.0314491,0.0649966,-0.270451,8.69736,-27.289,-21.7114,15.1796,6.18273,0.400958,-31.9189,-0.979118,-39.5972,-18.0279,-42.9975,31.1006,-132.038,-2.84353
-830.918,0.947008,0.27747,3,15,0,833.892,87.7331,-0.145736,0.28014,0.187222,0.0146076,0.146975,-0.209287,1.00318,19.6252,57.906,-58.5492,2.09696,15.2596,0.0669099,1.73709,37.2318,108.348,34.2584,72.6825,63.9916,30.1214
-830.592,0.951635,0.27747,4,15,0,834.378,87.7702,-0.164547,0.27393,0.157615,0.010583,0.138492,-0.194427,-0.0773906,24.2216,73.3822,28.7569,42.6954,5.13334,4.13967,2.38288,-31.1656,129.246,-51.117,55.9221,-28.459,39.6847
-829.958,0.955424,0.27747,4,15,0,833.255,87.5764,-0.0892032,0.23145,0.178453,-0.00815102,0.0518306,-0.313376,-2.24522,-6.77905,-46.6017,51.3766,-24.3197,10.9502,-33.2469,-1.59509,59.2447,33.2426,-88.6769,66.8539,-115.295,-30.5052
-829.189,0.868222,0.27747,4,15,0,834.27,87.5344,-0.115983,0.265665,0.213077,0.011116,0.0783881,-0.228268,1.57901,-0.453877,71.3844,-34.7557,52.3499,27.7074,28.09,-2.1878,31.3856,89.1451,8.51733,93.7824,-32.8845,22.1626
-829.031,0.989008,0.27747,4,31,0,833.531,87.7481,-0.186157,0.214219,0.119681,-0.00101494,0.180948,-0.288748,-0.27493,-58.891,26.0628,-26.3864,-3.46465,29.5093,48.6955,2.37492,-63.6229,-48.8084,12.9136,-117.332,65.5342,-13.8366
-827.069,0.953395,0.27747,3,15,0,831.484,87.6876,-0.140191,0.243207,0.156168,0.020218,0.111565,-0.261515,2.40691,2.70345,34.4068,-62.3075,26.1655,62.3445,-11.0477,0.950431,16.816,99.2129,-77.9111,85.8406,-61.4775,6.42303
-827.74,0.988378,0.27747,3,7,0,828.68,87.653,-0.147238,0.23691,0.181294,0.00211461,0.150098,-0.272811,-1.14729,-23.098,-13.5985,17.6263,-22.4737,16.9742,-9.27541,0.212873,23.9349,-35.5728,108.565,-44.0805,120.599,-1.68265
-830.277,0.989303,0.27747,3,15,0,833.993,87.5524,-0.196301,0.259954,0.144458,0.0373993,0.17595,-0.268272,2.20383,57.7876,4.85744,67.9649,-24.6887,-7.58524,-4.36438,-1.97986,-45.7492,142.464,-30.3968,66.2708,11.7429,-4.00594
-828.22,1,0.27747,3,7,0,830.983,87.5932,-0.201454,0.236628,0.158569,0.035691,0.171073,-0.268351,2.06508,8.29925,-72.4413,27.77,-7.66041,-17.9364,0.229247,-1.09046,-71.6439,46.8334,43.8605,-4.8432,41.9793,0.0527616
-827.897,0.945805,0.27747,3,7,0,830.385,87.6468,-0.196331,0.232374,0.144258,0.0280257,0.143645,-0.29415,1.60617,57.3077,-39.0308,-10.4592,-8.71274,-13.1415,-13.6418,0.0803618,-110.999,71.9358,-45.0682,1.44108,-61.207,-14.8056
-830.962,0.956614,0.27747,3,7,0,833.575,87.4453,-0.143347,0.230883,0.137339,0.00740882,0.177442,-0.349884,-4.0529,55.472,-12.9151,-14.9272,-22.4204,4.50226,-22.9882,-5.07247,97.508,-1.47025,31.3143,-7.5769,148.72,-54.3944
-829.232,1,0.27747,4,15,0,833.722,87.7548,-0.154077,0.17979,0.151989,0.0278067,0.0830971,-0.289506,5.10125,10.3124,-25.7045,62.9255,19.8195,-10.6096,47.4572,2.53083,-59.6565,-53.6207,-58.652,-14.959,-127.685,-14.7345
-831.195,0.971266,0.27747,4,15,0,834.382,88.1334,-0.134791,0.195682,0.136597,0.0362954,0.162157,-0.254454,2.99686,-33.5452,47.4082,-19.8987,-7.48808,46.4398,20.0224,10.3748,126.055,-37.6664,19.8571,36.4856,102.461,2.39687
-829.776,0.980552,0.27747,3,15,0,836.404,87.825,-0.162923,0.263745,0.173327,-0.0286048,0.100972,-0.266901,-10.0956,9.02621,73.1281,42.3389,-20.447,-50.0638,-8.62278,3.94164,-140.149,50.6811,-28.9255,-70.42,-83.3027,-2.20415
-829.062,0.99508,0.27747,4,15,0,832.864,87.5412,-0.135545,0.224886,0.130006,0.0272281,0.150948,-0.202325,3.46793,44.4914,56.6966,30.8682,-7.53072,40.5792,12.8005,-1.94817,86.0514,51.0023,-53.283,70.3751,27.5217,37.9667
-826.63,0.948454,0.27747,4,15,0,834.07,87.7339,-0.172712,0.229741,0.166124,0.0183917,0.130504,-0.323945,-1.54988,-42.666,22.4667,-36.0611,-104.239,13.0084,-7.10282,2.20294,-69.7903,20.9544,16.1845,-16.4246,-14.9369,-30.1619
-826.982,0.944838,0.27747,3,7,0,828.22,87.7321,-0.1533,0.241603,0.152063,0.0238952,0.138148,-0.32034,0.686919,-39.5442,-3.4846,24.5397,5.72634,-17.7015,-12.0989,2.14401,20.4238,91.593,-43.8761,70.9601,-5.67363,-28.704
-827.073,0.997404,0.27747,4,23,0,830.465,87.6309,-0.117174,0.21957,0.167056,-0.0200295,0.102499,-0.321722,-2.9945,36.1872,-24.084,25.8082,-41.0018,-48.0642,11.369,-0.301386,22.4358,-71.8978,17.7334,-68.7042,14.6971,-29.7395
-826.606,0.983178,0.27747,3,15,0,829.07,87.7222,-0.165514,0.222089,0.149816,0.0431213,0.133285,-0.308518,0.562064,-35.3201,-2.23056,-2.6509,36.6151,37.1787,24.8119,1.86064,-0.125112,73.1845,-48.5475,80.077,-38.1703,-20.8619
-829.435,0.963233,0.27747,4,15,0,831.164,87.4948,-0.207343,0.174347,0.099295,0.0714362,0.15794,-0.275484,-0.411512,-3.30031,-13.775,-13.5724,-1.64004,-33.4965,-35.2341,-3.27957,-58.9845,28.3641,-110.361,44.0529,-89.4179,-6.69841
-829.233,0.985827,0.27747,4,15,0,831.166,87.3942,-0.197666,0.181278,0.137952,0.0516964,0.187058,-0.288957,-0.617069,27.9007,34.6183,49.0123,-8.3923,15.8321,-5.25312,-5.65091,-14.3761,-84.4017,86.0005,-51.6092,106.845,-14.3651
-827.887,0.930826,0.27747,4,15,0,833.498,87.9574,-0.164112,0.197141,0.135264,0.005486,0.144447,-0.252841,0.354748,84.469,19.6217,3.29969,38.9553,-49.1403,17.203,6.62766,-32.468,-73.9823,8.88523,-84.6192,21.6594,9.9826
-826.867,0.940707,0.27747,4,15,0,831.55,87.887,-0.153972,0.204881,0.12821,0.0160993,0.157752,-0.263283,-6.55935,35.864,38.257,-32.7315,39.5357,42.4915,-23.5461,5.2505,32.7879,-31.9648,-9.49687,-24.3388,49.9953,5.75591
-828.143,0.978462,0.27747,4,15,0,829.743,87.9507,-0.192719,0.185388,0.140038,0.0610211,0.134952,-0.291625,2.62956,13.1251,21.0944,-39.0973,-30.3614,-7.8324,11.0221,7.00804,-61.9483,0.341466,-33.6561,28.1456,-65.885,-13.8011
-832.978,0.808079,0.27747,3,7,0,836.614,88.0451,-0.192529,0.170362,0.125604,0.0843002,0.199446,-0.329625,-3.64124,-40.3888,31.2619,-71.9334,8.17502,-21.6618,3.87972,9.88396,75.6807,-48.3649,59.4264,50.3542,129.647,-46.263
-830.99,1,0.27747,3,7,0,834.931,87.9036,-0.20937,0.190973,0.129593,0.0889076,0.199434,-0.322134,7.9088,46.3839,-42.7566,2.96326,13.7804,29.7241,-19.7182,6.30883,21.9079,29.0225,30.8541,81.1181,83.3737,-37.7757
-828.989,0.998271,0.27747,4,15,0,834.448,87.3523,-0.21086,0.180618,0.148358,0.0644356,0.14368,-0.283406,9.89014,-40.2032,0.586783,-2.15509,26.1265,53.368,-32.148,-6.52877,-102.83,-31.0561,16.7882,-12.1375,-42.7253,-10.5504
-827.56,0.979582,0.27747,4,15,0,830.844,87.4921,-0.205214,0.1752,0.129542,0.0594726,0.171884,-0.262261,5.71654,42.741,19.8457,-45.3346,14.7776,31.9654,15.8046,-3.25226,-47.9281,-55.2433,26.5017,-29.1783,27.0749,5.00018
-830.612,0.925546,0.27747,3,7,0,832.06,87.3193,-0.191694,0.214105,0.0855022,0.0385464,0.188176,-0.254607,-3.55458,10.7057,-1.48917,-9.12372,34.426,30.8877,0.0213133,-6.86068,-11.5921,77.911,-118.757,34.6609,-15.7074,3.49568
-830.692,0.943902,0.27747,3,7,0,833.116,87.4739,-0.169825,0.186808,0.09637,0.0111341,0.197228,-0.252091,-6.03271,-7.74797,-7.78891,-18.6409,-22.4986,49.367,0.507073,-3.57055,30.7424,-86.2697,2.23433,-89.7425,107.581,4.82989
-831.467,0.901305,0.27747,4,15,0,836.136,87.7282,-0.135293,0.221657,0.224716,-0.0111291,0.0964513,-0.303801,3.3169,28.9344,19.3855,93.3054,-10.1594,-34.7373,-2.46542,1.98227,-36.1663,-135.235,188.646,-117.422,82.3741,-27.7455
-828.95,0.975687,0.27747,3,15,0,834.652,87.6574,-0.120434,0.244247,0.125018,0.00139786,0.139798,-0.291685,-2.01366,8.33061,-53.1101,2.01489,-26.166,85.2345,25.344,0.321656,98.1538,91.2468,-109.126,74.0015,4.3894,-15.4572
